RNK,PLAYER,TEAM,POS,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
1067,Mario Fannin,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
1068,D'Andre Goodwin,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
1069,Jamel Hamler,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
1070,Mike Higgins,NO,TE,0/0,0,0,0,0,0,0,0,0,0,0
1071,Chris Hogan,Buf,WR,0/0,0,0,0,0,0,0,0,0,0,0
1072,Andre Holmes,Oak,WR,0/0,0,0,0,0,0,0,0,0,0,0
1073,Mossis Madu,NYJ,RB,0/0,0,0,0,0,0,0,0,0,0,0
1074,William Powell,Ari,RB,0/0,0,0,0,0,0,0,0,0,0,0
1075,Allen Reisner,Jac,TE,0/0,0,0,0,0,0,0,0,0,0,0
1076,Konrad Reuland,NYJ,TE,0/0,0,0,0,0,0,0,0,0,0,0
1077,Austin Sylvester,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
1078,Raymond Webber,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
1079,Drew Davis,Atl,WR,0/0,0,0,0,0,0,0,0,0,0,0
1080,Collin Franklin,FA,TE,0/0,0,0,0,0,0,0,0,0,0,0
1081,Chris Koepplin,FA,K,0/0,0,0,0,0,0,0,0,0,0,0
1082,Jeremy Ross,GB,WR,0/0,0,0,0,0,0,0,0,0,0,0
1083,Damien Berry,Bal,RB,0/0,0,0,0,0,0,0,0,0,0,0
1084,Vai Taua,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
1085,LaQuan Williams,Bal,WR,0/0,0,0,0,0,0,0,0,0,0,0
1086,Brett Brackett,Jac,TE,0/0,0,0,0,0,0,0,0,0,0,0
1087,Jake Rogers,FA,K,0/0,0,0,0,0,0,0,0,0,0,0
1088,Zack Pianalto,Car,TE,0/0,0,0,0,0,0,0,0,0,0,0
1089,Terrence Toliver,Chi,WR,0/0,0,0,0,0,0,0,0,0,0,0
1090,Kamar Aiken,NE,WR,0/0,0,0,0,0,0,0,0,0,0,0
1091,Brandon Saine,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
1092,Jeff Maehl,Phi,WR,0/0,0,0,0,0,0,0,0,0,0,0
1093,McLeod Bethel-Thompson,Min,QB,0/0,0,0,0,0,0,0,0,0,0,0
1094,Shaky Smithson,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
1095,Henry Hynoski,NYG,RB,0/0,0,0,0,0,0,0,0,0,0,0
1096,Michael Preston,Ten,WR,0/0,0,0,0,0,0,0,0,0,0,0
1097,Phillip Tanner,Dal,RB,0/0,0,0,0,0,0,0,0,0,0,0
1098,Ben Guidugli,NYG,TE,0/0,0,0,0,0,0,0,0,0,0,0
1099,Mike McNeill,StL,TE,0/0,0,0,0,0,0,0,0,0,0,0
1100,Colin Cochart,Dal,TE,0/0,0,0,0,0,0,0,0,0,0,0
1101,Eddie Wide,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
1102,Thomas Weber,FA,K,0/0,0,0,0,0,0,0,0,0,0,0
1103,Landon Cox,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
1104,David Gilreath,Pit,WR,0/0,0,0,0,0,0,0,0,0,0,0
1105,Darren Evans,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
1106,John Griffin,NYJ,RB,0/0,0,0,0,0,0,0,0,0,0,0
1107,Raymond Radway,StL,WR,0/0,0,0,0,0,0,0,0,0,0,0
1108,Jeff Wolfert,FA,K,0/0,0,0,0,0,0,0,0,0,0,0
1109,Adi Kunalic,FA,K,0/0,0,0,0,0,0,0,0,0,0,0
1110,Darvin Adams,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
1111,Armond Smith,Car,RB,0/0,0,0,0,0,0,0,0,0,0,0
1112,Derrick Jones,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
1113,James McCluskey,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
1114,Kevin Cone,Atl,WR,0/0,0,0,0,0,0,0,0,0,0,0
1115,Caleb King,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
1116,Will Johnson,Pit,RB,0/0,0,0,0,0,0,0,0,0,0,0
1117,Andre Hardy,FA,TE,0/0,0,0,0,0,0,0,0,0,0,0
1118,Les Brown,FA,TE,0/0,0,0,0,0,0,0,0,0,0,0
1119,Kellen Moore,Det,QB,0/0,0,0,0,0,0,0,0,0,0,0
1120,Ryan Lindley,Ari,QB,0/0,0,0,0,0,0,0,0,0,0,0
1121,Edwin Baker,SD,RB,0/0,0,0,0,0,0,0,0,0,0,0
1122,Tauren Poole,Car,RB,0/0,0,0,0,0,0,0,0,0,0,0
1123,Chris Rainey,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
1124,Orson Charles,Cin,TE,0/0,0,0,0,0,0,0,0,0,0,0
1125,Michael Egnew,Mia,TE,0/0,0,0,0,0,0,0,0,0,0,0
1126,Marvin McNutt,Mia,WR,0/0,0,0,0,0,0,0,0,0,0,0
1127,Joe Adams,Car,WR,0/0,0,0,0,0,0,0,0,0,0,0
1128,Devon Wylie,KC,WR,0/0,0,0,0,0,0,0,0,0,0,0
1129,DeVier Posey,Hou,WR,0/0,0,0,0,0,0,0,0,0,0,0
1130,Jordan White,NYJ,WR,0/0,0,0,0,0,0,0,0,0,0,0
1131,Drake Dunsmore,FA,TE,0/0,0,0,0,0,0,0,0,0,0,0
1132,Rhett Ellison,Min,TE,0/0,0,0,0,0,0,0,0,0,0,0
1133,Chandler Harnish,Ind,QB,0/0,0,0,0,0,0,0,0,0,0,0
1134,B.J. Coleman,GB,QB,0/0,0,0,0,0,0,0,0,0,0,0
1135,Junior Hemingway,KC,WR,0/0,0,0,0,0,0,0,0,0,0,0
1136,LaVon Brazill,Ind,WR,0/0,0,0,0,0,0,0,0,0,0,0
1137,Danny Coale,Dal,WR,0/0,0,0,0,0,0,0,0,0,0,0
1138,B.J. Cunningham,Phi,WR,0/0,0,0,0,0,0,0,0,0,0,0
1139,Dan Herron,Cin,RB,0/0,0,0,0,0,0,0,0,0,0,0
1140,Bradie Ewing,Atl,RB,0/0,0,0,0,0,0,0,0,0,0,0
1141,Jeremy Ebert,Jac,WR,0/0,0,0,0,0,0,0,0,0,0,0
1142,Brad Smelley,Cle,TE,0/0,0,0,0,0,0,0,0,0,0,0
1143,Travis Benjamin,Cle,WR,0/0,0,0,0,0,0,0,0,0,0,0
1144,Greg Childs,Min,WR,0/0,0,0,0,0,0,0,0,0,0,0
1145,Rishard Matthews,Mia,WR,0/0,0,0,0,0,0,0,0,0,0,0
1146,Toney Clemons,Jac,WR,0/0,0,0,0,0,0,0,0,0,0,0
1147,John Potter,Wsh,K,0/0,0,0,0,0,0,0,0,0,0,0
1148,Michael Smith,TB,RB,0/0,0,0,0,0,0,0,0,0,0,0
1149,Collin Mooney,Ten,RB,0/0,0,0,0,0,0,0,0,0,0,0
1150,James Rodgers,Atl,WR,0/0,0,0,0,0,0,0,0,0,0,0
1151,LaMark Brown,Min,TE,0/0,0,0,0,0,0,0,0,0,0,0
1152,Adam Nissley,Atl,TE,0/0,0,0,0,0,0,0,0,0,0,0
1153,Deangelo Peterson,Den,TE,0/0,0,0,0,0,0,0,0,0,0,0
1154,Marcus Jackson,Atl,WR,0/0,0,0,0,0,0,0,0,0,0,0
1155,Dominique Davis,Atl,QB,0/0,0,0,0,0,0,0,0,0,0,0
1156,Case Keenum,Hou,QB,0/0,0,0,0,0,0,0,0,0,0,0
1157,Kashif Moore,Pit,WR,0/0,0,0,0,0,0,0,0,0,0,0
1158,Aaron Corp,Mia,QB,0/0,0,0,0,0,0,0,0,0,0,0
1159,Devin Aguilar,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
1160,Nathan Palmer,Ind,WR,0/0,0,0,0,0,0,0,0,0,0,0
1161,Brandon Barden,Ten,TE,0/0,0,0,0,0,0,0,0,0,0,0
1162,Josh Cooper,Cle,WR,0/0,0,0,0,0,0,0,0,0,0,0
1163,Garrett Celek,SF,TE,0/0,0,0,0,0,0,0,0,0,0,0
1164,Gerell Robinson,Den,WR,0/0,0,0,0,0,0,0,0,0,0,0
1165,D.J. Woods,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
1166,Jewel Hampton,SF,RB,0/0,0,0,0,0,0,0,0,0,0,0
1167,Cory Harkey,StL,TE,0/0,0,0,0,0,0,0,0,0,0,0
1168,Chris Owusu,TB,WR,0/0,0,0,0,0,0,0,0,0,0,0
1169,Justin Hilton,Ten,WR,0/0,0,0,0,0,0,0,0,0,0,0
1170,Taveon Rogers,Cin,WR,0/0,0,0,0,0,0,0,0,0,0,0
1171,Dale Moss,Car,WR,0/0,0,0,0,0,0,0,0,0,0,0
1172,Phillip Supernaw,Hou,TE,0/0,0,0,0,0,0,0,0,0,0,0
1173,Nick Stephens,Dal,QB,0/0,0,0,0,0,0,0,0,0,0,0
1174,Brandon Carswell,SF,WR,0/0,0,0,0,0,0,0,0,0,0,0
1175,Joe Banyard,Min,RB,0/0,0,0,0,0,0,0,0,0,0,0
1176,Cody Johnson,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
1177,G.J. Kinne,Phi,QB,0/0,0,0,0,0,0,0,0,0,0,0
1178,Donavon Kemp,Sea,WR,0/0,0,0,0,0,0,0,0,0,0,0
1179,Matt Veldman,Det,TE,0/0,0,0,0,0,0,0,0,0,0,0
1180,Darius Hanks,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
1181,Marquis Maze,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
1182,Kevin Elliott,Buf,WR,0/0,0,0,0,0,0,0,0,0,0,0
1183,Andrew Szczerba,Atl,TE,0/0,0,0,0,0,0,0,0,0,0,0
1184,Jeff Fuller,Mia,WR,0/0,0,0,0,0,0,0,0,0,0,0
1185,Cole Beasley,Dal,WR,0/0,0,0,0,0,0,0,0,0,0,0
1186,Nelson Rosario,Car,WR,0/0,0,0,0,0,0,0,0,0,0,0
1187,Beau Brinkley,Ten,TE,0/0,0,0,0,0,0,0,0,0,0,0
1188,Jarrett Boykin,GB,WR,0/0,0,0,0,0,0,0,0,0,0,0
1189,Griff Whalen,Ind,WR,0/0,0,0,0,0,0,0,0,0,0,0
1190,Tyler Urban,FA,TE,0/0,0,0,0,0,0,0,0,0,0,0
1191,Tim Benford,Dal,WR,0/0,0,0,0,0,0,0,0,0,0,0
1192,Jabin Sambrano,Ind,WR,0/0,0,0,0,0,0,0,0,0,0,0
1193,Dominique Jones,Ind,TE,0/0,0,0,0,0,0,0,0,0,0,0
1194,Kamar Jorden,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
1195,Saalim Hakim,NO,WR,0/0,0,0,0,0,0,0,0,0,0,0
1196,Derek Carrier,Phi,WR,0/0,0,0,0,0,0,0,0,0,0,0
1197,Brian Hernandez,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
1198,Matt Simms,NYJ,QB,0/0,0,0,0,0,0,0,0,0,0,0
1199,Marc Tyler,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
1200,Danny Noble,TB,TE,0/0,0,0,0,0,0,0,0,0,0,0
1201,Royce Pollard,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
1202,Eric Lair,FA,TE,0/0,0,0,0,0,0,0,0,0,0,0
1203,Carson Wiggs,Sea,K,0/0,0,0,0,0,0,0,0,0,0,0
1204,Jermaine Kearse,Sea,WR,0/0,0,0,0,0,0,0,0,0,0,0
1205,Lavasier Tuinei,Sea,WR,0/0,0,0,0,0,0,0,0,0,0,0
1206,Nick Johnson,StL,WR,0/0,0,0,0,0,0,0,0,0,0,0
1207,Mike Brown,Jac,WR,0/0,0,0,0,0,0,0,0,0,0,0
1208,Nicholas Cooper,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
1209,Travaris Cadet,NO,RB,0/0,0,0,0,0,0,0,0,0,0,0
1210,Brad Herman,FA,TE,0/0,0,0,0,0,0,0,0,0,0,0
1211,Pat Edwards,Det,WR,0/0,0,0,0,0,0,0,0,0,0,0
1212,Derek Dimke,TB,K,0/0,0,0,0,0,0,0,0,0,0,0
1213,Alex Gottlieb,Ari,TE,0/0,0,0,0,0,0,0,0,0,0,0
1214,Austin Wells,FA,TE,0/0,0,0,0,0,0,0,0,0,0,0
1215,Bobby Rainey,Bal,RB,0/0,0,0,0,0,0,0,0,0,0,0
1216,Deonte Thompson,Bal,WR,0/0,0,0,0,0,0,0,0,0,0,0
1217,Jared Green,Dal,WR,0/0,0,0,0,0,0,0,0,0,0,0
1218,Sean McGrath,Sea,TE,0/0,0,0,0,0,0,0,0,0,0,0
1219,Tarren Lloyd,FA,TE,0/0,0,0,0,0,0,0,0,0,0,0
1220,David Douglas,TB,WR,0/0,0,0,0,0,0,0,0,0,0,0
1221,Dorian Graham,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
1222,LaRon Byrd,Ari,WR,0/0,0,0,0,0,0,0,0,0,0,0
1223,Nate Eachus,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
1224,Josh Bellamy,KC,WR,0/0,0,0,0,0,0,0,0,0,0,0
1225,Brittan Golden,Chi,WR,0/0,0,0,0,0,0,0,0,0,0,0
1226,Jeremy Stewart,Oak,RB,0/0,0,0,0,0,0,0,0,0,0,0
1227,Tray Session,Oak,WR,0/0,0,0,0,0,0,0,0,0,0,0
1228,Jared Crank,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
1229,Jarrett Lee,FA,QB,0/0,0,0,0,0,0,0,0,0,0,0
1230,Brandon Venson,FA,TE,0/0,0,0,0,0,0,0,0,0,0,0
1231,Logan Brock,FA,TE,0/0,0,0,0,0,0,0,0,0,0,0
1232,Curenski Gilleylen,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
1233,Kyle Efaw,FA,TE,0/0,0,0,0,0,0,0,0,0,0,0
1234,Adonis Thomas,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
1235,Emil Igwenagu,Phi,TE,0/0,0,0,0,0,0,0,0,0,0,0
1236,Bruce Figgins,FA,TE,0/0,0,0,0,0,0,0,0,0,0,0
1237,Matt Balasavage,FA,TE,0/0,0,0,0,0,0,0,0,0,0,0
1238,Wallace Miles,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
1239,Damaris Johnson,Phi,WR,0/0,0,0,0,0,0,0,0,0,0,0
1240,Jerrell Jackson,Chi,WR,0/0,0,0,0,0,0,0,0,0,0,0
1241,Jason Ford,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
1242,Jonathan Grimes,Jac,RB,0/0,0,0,0,0,0,0,0,0,0,0
1243,Eddy Carmona,Oak,K,0/0,0,0,0,0,0,0,0,0,0,0
1244,Jourdan Brooks,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
1245,Chase Ford,Min,TE,0/0,0,0,0,0,0,0,0,0,0,0
1246,Mike Willie,SD,WR,0/0,0,0,0,0,0,0,0,0,0,0
1247,Jamize Olawale,Oak,RB,0/0,0,0,0,0,0,0,0,0,0,0
1248,Joe Anderson,Chi,WR,0/0,0,0,0,0,0,0,0,0,0,0
1249,Cooper Helfet,Sea,TE,0/0,0,0,0,0,0,0,0,0,0,0
1250,Danny Hrapmann,Pit,K,0/0,0,0,0,0,0,0,0,0,0,0
1251,Brandon Bostick,GB,TE,0/0,0,0,0,0,0,0,0,0,0,0
1252,Alex Tanney,Dal,QB,0/0,0,0,0,0,0,0,0,0,0,0
1253,Lamont Bryant,Car,WR,0/0,0,0,0,0,0,0,0,0,0,0
1254,Larry Donnell,NYG,TE,0/0,0,0,0,0,0,0,0,0,0,0
1255,William Green,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
1256,Zach Brown,Buf,RB,0/0,0,0,0,0,0,0,0,0,0,0
1257,Duane Bennett,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
1258,Lance Lewis,Wsh,WR,0/0,0,0,0,0,0,0,0,0,0,0
1259,Jeff Demps,TB,RB,0/0,0,0,0,0,0,0,0,0,0,0
1260,Ifeanyi Momah,Phi,WR,0/0,0,0,0,0,0,0,0,0,0,0
1261,Havard Rugland,Det,K,0/0,0,0,0,0,0,0,0,0,0,0
1262,Austin Signor,Chi,K,0/0,0,0,0,0,0,0,0,0,0,0
1263,Charles Johnson,GB,WR,0/0,0,0,0,0,0,0,0,0,0,0
1264,Ryan Griffin,Hou,TE,0/0,0,0,0,0,0,0,0,0,0,0
1265,D.C. Jefferson,Ari,TE,0/0,0,0,0,0,0,0,0,0,0,0
1266,Sean Renfree,Atl,QB,0/0,0,0,0,0,0,0,0,0,0,0
1267,Brice Butler,Oak,WR,0/0,0,0,0,0,0,0,0,0,0,0
1268,B.J. Daniels,SF,QB,0/0,0,0,0,0,0,0,0,0,0,0
1269,Kevin Dorsey,GB,WR,0/0,0,0,0,0,0,0,0,0,0,0
1270,Michael Williams,Det,TE,0/0,0,0,0,0,0,0,0,0,0,0
1271,Tavarres King,Den,WR,0/0,0,0,0,0,0,0,0,0,0,0
1272,Michael Cox,NYG,RB,0/0,0,0,0,0,0,0,0,0,0,0
1273,Zac Dysert,Den,QB,0/0,0,0,0,0,0,0,0,0,0,0
1274,Aaron Mellette,Bal,WR,0/0,0,0,0,0,0,0,0,0,0,0
1275,Chris Thompson,Wsh,RB,0/0,0,0,0,0,0,0,0,0,0,0
1276,Braden Wilson,KC,RB,0/0,0,0,0,0,0,0,0,0,0,0
1277,Tommy Bohanon,NYJ,RB,0/0,0,0,0,0,0,0,0,0,0,0
1278,Cobi Hamilton,Cin,WR,0/0,0,0,0,0,0,0,0,0,0,0
1279,Ryan Swope,Ari,WR,0/0,0,0,0,0,0,0,0,0,0,0
1280,Justice Cunningham,Ind,TE,0/0,0,0,0,0,0,0,0,0,0,0
1281,Theo Riddick,Det,WR,0/0,0,0,0,0,0,0,0,0,0,0
1282,Kyle Juszczyk,Bal,RB,0/0,0,0,0,0,0,0,0,0,0,0
1283,Alan Bonner,Hou,WR,0/0,0,0,0,0,0,0,0,0,0,0
1284,Chris Harper,Sea,WR,0/0,0,0,0,0,0,0,0,0,0,0
1285,Justin Brown,Pit,WR,0/0,0,0,0,0,0,0,0,0,0,0
1286,Brad Sorensen,SD,QB,0/0,0,0,0,0,0,0,0,0,0,0
1287,Jawan Jamison,Wsh,RB,0/0,0,0,0,0,0,0,0,0,0,0
1288,Spencer Ware,Sea,RB,0/0,0,0,0,0,0,0,0,0,0,0
1289,Marquess Wilson,Chi,WR,0/0,0,0,0,0,0,0,0,0,0,0
1290,C.J. Anderson,Den,RB,0/0,0,0,0,0,0,0,0,0,0,0
1291,Matt Austin,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
1292,Kemonte' Bateman,Den,WR,0/0,0,0,0,0,0,0,0,0,0,0
1293,Jasper Collins,Mia,WR,0/0,0,0,0,0,0,0,0,0,0,0
1294,Ben Cotton,SD,TE,0/0,0,0,0,0,0,0,0,0,0,0
1295,Benny Cunningham,StL,RB,0/0,0,0,0,0,0,0,0,0,0,0
1296,Chris Denton,TB,WR,0/0,0,0,0,0,0,0,0,0,0,0
1297,Reggie Dunn,Pit,WR,0/0,0,0,0,0,0,0,0,0,0,0
1298,Michael Edwards,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
1299,Courtney Gardner,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
1300,Kendall Gaskins,Buf,RB,0/0,0,0,0,0,0,0,0,0,0,0
1301,Michael Hill,SD,RB,0/0,0,0,0,0,0,0,0,0,0,0
1302,Murphy Holloway,FA,TE,0/0,0,0,0,0,0,0,0,0,0,0
1303,Ryan Katz,Den,QB,0/0,0,0,0,0,0,0,0,0,0,0
1304,Collin Klein,FA,QB,0/0,0,0,0,0,0,0,0,0,0,0
1305,John Laub,FA,QB,0/0,0,0,0,0,0,0,0,0,0,0
1306,Quincy McDuffie,Den,WR,0/0,0,0,0,0,0,0,0,0,0,0
1307,Curtis McNeal,Pit,RB,0/0,0,0,0,0,0,0,0,0,0,0
1308,Steven Miller,Det,RB,0/0,0,0,0,0,0,0,0,0,0,0
1309,Keavon Milton,NO,TE,0/0,0,0,0,0,0,0,0,0,0,0
1310,Angelo Pease,GB,RB,0/0,0,0,0,0,0,0,0,0,0,0
1311,Lucas Reed,Den,TE,0/0,0,0,0,0,0,0,0,0,0,0
1312,David Rolf,SD,TE,0/0,0,0,0,0,0,0,0,0,0,0
1313,Travis Tannahill,Cle,TE,0/0,0,0,0,0,0,0,0,0,0,0
1314,Luke Tasker,SD,WR,0/0,0,0,0,0,0,0,0,0,0,0
1315,Lamaar Thomas,Den,WR,0/0,0,0,0,0,0,0,0,0,0,0
1316,Dominique Whaley,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
1317,J.D. Woods,Pit,WR,0/0,0,0,0,0,0,0,0,0,0,0
1318,Matt Brown,GB,QB,0/0,0,0,0,0,0,0,0,0,0,0
1319,Ryan Griffin,NO,QB,0/0,0,0,0,0,0,0,0,0,0,0
1320,Mark Harrison,NE,WR,0/0,0,0,0,0,0,0,0,0,0,0
1321,Jordan Rodgers,Jac,QB,0/0,0,0,0,0,0,0,0,0,0,0
1322,Matt Scott,Jac,QB,0/0,0,0,0,0,0,0,0,0,0,0
1323,Seth Doege,Atl,QB,0/0,0,0,0,0,0,0,0,0,0,0
1324,Miguel Maysonet,Cle,RB,0/0,0,0,0,0,0,0,0,0,0,0
1325,Russell Shepard,Phi,WR,--/--,--,--,--,--,--,--,--,--,--,--
1326,Jeff Tuel,Buf,QB,0/0,0,0,0,0,0,0,0,0,0,0
1327,Quinn Sharp,Cin,K,0/0,0,0,0,0,0,0,0,0,0,0
1328,Mike Hermann,SD,QB,0/0,0,0,0,0,0,0,0,0,0,0
1329,James Vandenberg,Min,QB,0/0,0,0,0,0,0,0,0,0,0,0
1330,Zach Line,Min,RB,--/--,--,--,--,--,--,--,--,--,--,--
1331,Colby Cameron,Car,QB,0/0,0,0,0,0,0,0,0,0,0,0
1332,Dalton Williams,Dal,QB,0/0,0,0,0,0,0,0,0,0,0,0
1333,George Winn,NE,RB,0/0,0,0,0,0,0,0,0,0,0,0
1334,Dennis Johnson,Hou,RB,0/0,0,0,0,0,0,0,0,0,0,0
1335,Caleb TerBush,Ari,QB,0/0,0,0,0,0,0,0,0,0,0,0
1336,Tim Jenkins,StL,QB,0/0,0,0,0,0,0,0,0,0,0,0
1337,Matthew McGloin,Oak,QB,0/0,0,0,0,0,0,0,0,0,0,0
1338,Tyler Bray,KC,QB,--/--,--,--,--,--,--,--,--,--,--,--
1339,Conner Vernon,Oak,WR,--/--,--,--,--,--,--,--,--,--,--,--
1340,Fozzy Whittaker,SD,RB,--/--,--,--,--,--,--,--,--,--,--,--
